name,official_website,address,star_rating,review_score,number_of_reviews,phone_number,latitude,longitude,detail_url
"Ikos Dassia Hotel in Dassia, Corfu",,"Corfu, Dassia",4,,,00302118503006,39.67798064916928,19.839677810668945,https://www.greeka.com/ionian/corfu/hotels/location-dassia/ikos-dassia/
"Aeolos Beach Hotel in Perama, Corfu",,"Corfu, Perama",4,,,00302118503006,39.567422,19.908127,https://www.greeka.com/ionian/corfu/hotels/location-perama/aeolos-beach/
"Akrotiri Beach Hotel in Paleokastritsa, Corfu",,"Corfu, Paleokastritsa",4,,,00302118503006,39.672973905998255,19.716519489884377,https://www.greeka.com/ionian/corfu/hotels/location-paleokastritsa/akrotiri-beach/
"Divani Palace Hotel in Town, Corfu",,"Corfu, Town",4,,,00302118503006,39.59846835359944,19.922293201088905,https://www.greeka.com/ionian/corfu/hotels/location-town/divani-palace/
"Angsana Resort & Spa Hotel in Benitses, Corfu",,"Corfu, Benitses",,,,00302118503006,39.553416,19.909083,https://www.greeka.com/ionian/corfu/hotels/location-benitses/angsana/
"Acanthus Blue Hotel in Town, Corfu",,"Corfu, Town",,,,00302118503006,39.612799,19.919928,https://www.greeka.com/ionian/corfu/hotels/location-town/acanthus-blue/
"Mayor Pelekas Monastery Hotel in Pelekas, Corfu",,"Corfu, Pelekas",,,,00302118503006,39.583221,19.820893,https://www.greeka.com/ionian/corfu/hotels/location-pelekas/mayor-pelekas-monastery/
"Holiday Palace Hotel in Kanoni Kassiopi, Corfu",,"Corfu, Kanoni Kassiopi",,,,00302118503006,39.591575488537345,19.9185997992754,https://www.greeka.com/ionian/corfu/hotels/location-kanoni-kassiopi/holiday-palace/
"Corfu Palace Hotel in Town, Corfu",,"Corfu, Town",,,,00302118503006,39.61926483668208,19.92288865149021,https://www.greeka.com/ionian/corfu/hotels/location-town/corfu-palace/
"Elea Hotel in Dassia, Corfu",,"Corfu, Dassia",4,,,00302118503006,39.68406979655199,19.84098806977272,https://www.greeka.com/ionian/corfu/hotels/location-dassia/elea/
"Paleo ArtNouveau Hotel in Paleokastritsa, Corfu",,"Corfu, Paleokastritsa",4,,,00302118503006,39.67430972673714,19.71818581223488,https://www.greeka.com/ionian/corfu/hotels/location-paleokastritsa/paleo-artnouveau/
"Delfinia Hotel in Moraitika, Corfu",,"Corfu, Moraitika",4,,,00302118503006,39.486517,19.927822,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/delfinia/
"Dassia Beach Hotel in Dassia, Corfu",,"Corfu, Dassia",2,,,00302118503006,39.68218508342815,19.841159731149673,https://www.greeka.com/ionian/corfu/hotels/location-dassia/dassia/
"Olivar Suites Hotel in Messonghi, Corfu",,"Corfu, Messonghi",,,,00302118503006,39.47560492309906,19.932223581996293,https://www.greeka.com/ionian/corfu/hotels/location-messonghi/olivar/
"Kontokali Bay Hotel in Kontokali, Corfu",,"Corfu, Kontokali",,,,00302118503006,39.64928912216484,19.86073113977909,https://www.greeka.com/ionian/corfu/hotels/location-kontokali/kontokali-bay/
"Rodostamo Hotel in Kommeno, Corfu",,"Corfu, Kommeno",,,,00302118503006,39.66442671541247,19.845975637435913,https://www.greeka.com/ionian/corfu/hotels/location-kommeno/rodostamo/
"Marbella Hotel in Agios Ioannis Peristeron, Corfu",,"Corfu, Agios Ioannis Peristeron",,,,00302118503006,39.50759918521683,19.922350198030472,https://www.greeka.com/ionian/corfu/hotels/location-agios-ioannis-peristeron/marbella/
"Atlantica Grand Mediterraneo Hotel in Ermones, Corfu",,"Corfu, Ermones",,,,00302118503006,39.61269715976721,19.778810776770115,https://www.greeka.com/ionian/corfu/hotels/location-ermones/grand-mediterraneo/
"Mareblue Beach Hotel in Agios Spiridon, Corfu",,"Corfu, Agios Spiridon",4,,,00302118503006,39.813002,19.86463,https://www.greeka.com/ionian/corfu/hotels/location-agios-spiridon/mareblue-beach/
"Mayor Capo Di Corfu Hotel in Lefkimi, Corfu",,"Corfu, Lefkimi",4,,,00302118503006,39.42309,20.071861,https://www.greeka.com/ionian/corfu/hotels/location-lefkimi/mayor-capo-di-corfu/
"Kerkyra Blue Hotel in Alykes, Corfu",,"Corfu, Alykes",,,,00302118503006,39.63463390001306,19.885968044400215,https://www.greeka.com/ionian/corfu/hotels/location-alykes/kerkyra-blue/
"Mega Lithari Villas in Arillas, Corfu",,"Corfu, Arillas",,,,00302118503006,39.742065499457865,19.67060626533558,https://www.greeka.com/ionian/corfu/hotels/location-arillas/mega-lithari/
"Palms & Spas Suites in Messonghi, Corfu",,"Corfu, Messonghi",,,,00302118503006,39.47127116108039,19.937642142176628,https://www.greeka.com/ionian/corfu/hotels/location-messonghi/palms-and-spas/
"Sunshine Hotel in Nissaki, Corfu",,"Corfu, Nissaki",4,,,00302118503006,39.72586270864284,19.904194995760918,https://www.greeka.com/ionian/corfu/hotels/location-nissaki/sunshine/
"Villa The Editor's Villas in Viros, Corfu",,"Corfu, Viros",,,,00302118503006,39.59336785444335,19.88954644650221,https://www.greeka.com/ionian/corfu/hotels/location-viros/the-editors-villa/
"LOC Hospitality Suites in Town, Corfu",,"Corfu, Town",,,,00302118503006,39.62421452495007,19.92103088647127,https://www.greeka.com/ionian/corfu/hotels/location-town/loc/
"Domes Miramare Hotel in Moraitika, Corfu",,"Corfu, Moraitika",,,,00302118503006,39.489513283514206,19.92741221538852,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/miramare-beach-and-spa/
"Mitsis Roda Beach Hotel in Roda, Corfu",,"Corfu, Roda",4,,,00302118503006,39.795934,19.779752,https://www.greeka.com/ionian/corfu/hotels/location-roda/mitsis-roda-beach/
"Acharavi Beach Hotel in Acharavi, Corfu",,"Corfu, Acharavi",4,,,00302118503006,39.79656,19.817596,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/acharavi-beach/
"Aquamarine Apartments in Nissaki, Corfu",,"Corfu, Nissaki",,,,00302118503006,39.723998838083695,19.89110179245472,https://www.greeka.com/ionian/corfu/hotels/location-nissaki/aquamarine/
"Aqualand Hotel in Agios Ioannis Afra, Corfu",,"Corfu, Agios Ioannis Afra",4,,,00302118503006,39.617760955923266,19.83819756656885,https://www.greeka.com/ionian/corfu/hotels/location-agios-ioannis-afra/aqualand/
"Labranda Sandy Beach Hotel in Agios Georgios Argyradon, Corfu",,"Corfu, Agios Georgios Argyradon",4,,,00302118503006,39.43109926848816,19.940709248185158,https://www.greeka.com/ionian/corfu/hotels/location-agios-georgios-argyradon/labranda-sandy-beach/
"Restia Hotel in Acharavi, Corfu",,"Corfu, Acharavi",,,,00302118503006,,,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/restia/
"Ariti Hotel in Town, Corfu",,"Corfu, Town",4,,,00302118503006,39.59331272052179,19.91820015013218,https://www.greeka.com/ionian/corfu/hotels/location-town/ariti/
"Albatros Hotel in Moraitika, Corfu",,"Corfu, Moraitika",3,,,00302118503006,39.48337174304366,19.92955058813095,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/albatros/
"Saint Nicholas Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.65699180820766,19.835500940680504,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/saint-nicholas/
"Messonghi Beach Hotel in Messonghi, Corfu",,"Corfu, Messonghi",3,,,00302118503006,39.48108315073304,19.93152067065239,https://www.greeka.com/ionian/corfu/hotels/location-messonghi/messonghi-beach/
"Archontiko Petrettini Boutique Hotel in Agios Ioannis Afra, Corfu",,"Corfu, Agios Ioannis Afra",3,,,00302118503006,39.616192,19.848242,https://www.greeka.com/ionian/corfu/hotels/location-agios-ioannis-afra/archontiko-petrettini/
"Bella Vista Hotel in Benitses, Corfu",,"Corfu, Benitses",4,,,00302118503006,39.54177613846055,19.91374634206295,https://www.greeka.com/ionian/corfu/hotels/location-benitses/bella-vista/
"Alexandros & Gerekos Apartments in Kontokali, Corfu",,"Corfu, Kontokali",,,,00302118503006,39.65101664516137,19.85777735710144,https://www.greeka.com/ionian/corfu/hotels/location-kontokali/alexandros-and-gerekos/
"Angelina Hotel in Sidari, Corfu",,"Corfu, Sidari",3,,,00302118503006,39.79438347501337,19.699543118476868,https://www.greeka.com/ionian/corfu/hotels/location-sidari/angelina/
"Cavalieri Hotel in Town, Corfu",,"Corfu, Town",4,,,00302118503006,39.62115426170691,19.923641346395016,https://www.greeka.com/ionian/corfu/hotels/location-town/cavalieri/
"Barbati Beach Apartments in Barbati, Corfu",,"Corfu, Barbati",,,,00302118503006,39.716877707880755,19.867757856845856,https://www.greeka.com/ionian/corfu/hotels/location-barbati/barbati/
"Bella Venezia Hotel in Town, Corfu",,"Corfu, Town",3,5.0,9,00302118503006,39.6211134572828,19.922309294342995,https://www.greeka.com/ionian/corfu/hotels/location-town/bella-venezia/
"Aquarius Hotel in Moraitika, Corfu",,"Corfu, Moraitika",3,,,00302118503006,39.47502645378512,19.934410750865936,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/aquarius/
"Corfu Mare Hotel in Town, Corfu",,"Corfu, Town",3,,,00302118503006,39.62818,19.89704,https://www.greeka.com/ionian/corfu/hotels/location-town/corfu-mare/
"Apraos Bay Hotel in Kasiopi, Corfu",,"Corfu, Kasiopi",3,3.0,1,00302118503006,39.79677156426121,19.890435934066772,https://www.greeka.com/ionian/corfu/hotels/location-kasiopi/apraos-bay/
"Benitses Arches Hotel in Benitses, Corfu",,"Corfu, Benitses",2,,,00302118503006,39.5423703912258,19.914071559906006,https://www.greeka.com/ionian/corfu/hotels/location-benitses/benitses-arches/
"Blue Dream Apartments in Velonades, Corfu",,"Corfu, Velonades",,,,00302118503006,39.757331,19.719595,https://www.greeka.com/ionian/corfu/hotels/location-velonades/blue-dream/
"Century Hotel in Acharavi, Corfu",,"Corfu, Acharavi",4,,,00302118503006,39.791715014883806,19.820865467190742,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/century-resort/
"ABC Sweet Rooms Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.78643,19.72266,https://www.greeka.com/ionian/corfu/hotels/location-sidari/abc-sweet-rooms/
"Chrismos Suites in Acharavi, Corfu",,"Corfu, Acharavi",,,,00302118503006,39.79766687025803,19.88534577190876,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/chrismos/
"City Marina Hotel in Town, Corfu",,"Corfu, Town",3,,,00302118503006,39.626748785323954,19.920673817396164,https://www.greeka.com/ionian/corfu/hotels/location-town/city-marina/
"The Pink Palace Beach Resort Rooms in Agios Gordios, Corfu",,"Corfu, Agios Gordios",,5.0,1,00302118503006,39.549448967897995,19.84862533457015,https://www.greeka.com/ionian/corfu/hotels/location-agios-gordios/pink-palace/
"Debono Hotel in Gouvia, Corfu",,"Corfu, Gouvia",4,5.0,3,00302118503006,39.64839488217711,19.843679666519165,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/debono/
"Corfu Club Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.66142589199939,19.839380085468292,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/club/
"Luxury Villas in Barbati, Corfu",,"Corfu, Barbati",,,,00302118503006,39.709460569360104,19.857495725154877,https://www.greeka.com/ionian/corfu/hotels/location-barbati/luxury-villas/
"Ibiscus Rooms in Roda, Corfu",,"Corfu, Roda",,,,00302118503006,39.796584,19.774125,https://www.greeka.com/ionian/corfu/hotels/location-roda/ibiscus/
"Glyfa Villas in Barbati, Corfu",,"Corfu, Barbati",,,,00302118503006,39.72422873256708,19.88397560849611,https://www.greeka.com/ionian/corfu/hotels/location-barbati/glyfa/
"Arion Hotel in Town, Corfu",,"Corfu, Town",3,,,00302118503006,39.608672,19.924821,https://www.greeka.com/ionian/corfu/hotels/location-town/arion/
"Green Hill Apartments in Pelekas, Corfu",,"Corfu, Pelekas",,,,00302118503006,39.587488,19.818541,https://www.greeka.com/ionian/corfu/hotels/location-pelekas/green-hill/
"Corfu Secret Hotel in Agios Markos, Corfu",,"Corfu, Agios Markos",3,,,00302118503006,39.708292,19.838095,https://www.greeka.com/ionian/corfu/hotels/location-agios-markos/secret/
"Eleni Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.781053,19.709789,https://www.greeka.com/ionian/corfu/hotels/location-sidari/eleni-apartments/
"Dimitra Apartments in Benitses, Corfu",,"Corfu, Benitses",,,,00302118503006,39.549969,19.911818,https://www.greeka.com/ionian/corfu/hotels/location-benitses/dimitra/
"Coral Beach Hotel in Roda, Corfu",,"Corfu, Roda",3,,,00302118503006,39.789768424566155,19.793641716241837,https://www.greeka.com/ionian/corfu/hotels/location-roda/coral/
"Evgenios Studios in Kavos, Corfu",,"Corfu, Kavos",,,,00302118503006,39.39172527340063,20.107461512088776,https://www.greeka.com/ionian/corfu/hotels/location-kavos/evgenios/
"Folies Hotel in Town, Corfu",,"Corfu, Town",3,,,00302118503006,39.615969,19.898702,https://www.greeka.com/ionian/corfu/hotels/location-town/folies/
"Fouxia Apartments in Perama, Corfu",,"Corfu, Perama",,,,00302118503006,39.57415511624823,19.91166230437293,https://www.greeka.com/ionian/corfu/hotels/location-perama/fouxia/
"Fundana Suites in Paleokastritsa, Corfu",,"Corfu, Paleokastritsa",,,,00302118503006,39.65789,19.76211,https://www.greeka.com/ionian/corfu/hotels/location-paleokastritsa/fundana-villas/
"Golden Sunset Hotel in Boukari, Corfu",,"Corfu, Boukari",2,,,00302118503006,39.459587824909335,19.979398101568222,https://www.greeka.com/ionian/corfu/hotels/location-boukari/golden-sunset/
"Island Beach Hotel in Kavos, Corfu",,"Corfu, Kavos",3,,,00302118503006,39.38613242223974,20.11351928114891,https://www.greeka.com/ionian/corfu/hotels/location-kavos/island-beach-resort/
"Helion Apartments in Gouvia, Corfu",,"Corfu, Gouvia",,,,00302118503006,39.657463,19.84133,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/helion/
"Aegli Hotel in Perama, Corfu",,"Corfu, Perama",2,,,00302118503006,39.58599569255351,19.914103746414185,https://www.greeka.com/ionian/corfu/hotels/location-perama/aegli/
"Hellinis Hotel in Kanoni Kassiopi, Corfu",,"Corfu, Kanoni Kassiopi",3,,,00302118503006,39.593910975518305,19.916602224111557,https://www.greeka.com/ionian/corfu/hotels/location-kanoni-kassiopi/hellinis/
"Iliada Beach Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.65432659573907,19.842231273651123,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/iliada-beach/
"Aurora Hotel in Agios Ioannis Peristeron, Corfu",,"Corfu, Agios Ioannis Peristeron",2,,,00302118503006,39.515983,19.92384,https://www.greeka.com/ionian/corfu/hotels/location-agios-ioannis-peristeron/aurora/
"Villa Infinity Villas in Agios Gordios, Corfu",,"Corfu, Agios Gordios",,,,00302118503006,39.525870,19.868523,https://www.greeka.com/ionian/corfu/hotels/location-agios-gordios/infinity-villa/
"Ipsia Rooms in Paleokastritsa, Corfu",,"Corfu, Paleokastritsa",,,,00302118503006,39.675817,19.704055,https://www.greeka.com/ionian/corfu/hotels/location-paleokastritsa/ipsia/
"Christakis Hotel in Sidari, Corfu",,"Corfu, Sidari",2,,,00302118503006,39.791631,19.699784,https://www.greeka.com/ionian/corfu/hotels/location-sidari/christakis/
"Irene Apartments in Agios Gordios, Corfu",,"Corfu, Agios Gordios",,,,00302118503006,39.56039205499584,19.840739965438843,https://www.greeka.com/ionian/corfu/hotels/location-agios-gordios/irene/
"Helios Splendid Apartments in Boukari, Corfu",,"Corfu, Boukari",,,,00302118503006,39.458996,19.970311,https://www.greeka.com/ionian/corfu/hotels/location-boukari/helios-splendid/
"Kaiser Bridge Hotel in Benitses, Corfu",,"Corfu, Benitses",3,,,00302118503006,39.562823,19.909629,https://www.greeka.com/ionian/corfu/hotels/location-benitses/kaiser-bridge/
"Amalia Complex Apartments in Nissaki, Corfu",,"Corfu, Nissaki",,5.0,3,00302118503006,39.7271417052227,19.899088740348816,https://www.greeka.com/ionian/corfu/hotels/location-nissaki/amalia-complex/
"Katia Hotel in Kasiopi, Corfu",,"Corfu, Kasiopi",2,,,00302118503006,39.781661626418334,19.928312527099095,https://www.greeka.com/ionian/corfu/hotels/location-kasiopi/katia/
"Lena Mare Hotel in Acharavi, Corfu",,"Corfu, Acharavi",4,,,00302118503006,39.79300878265701,19.820356881771644,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/lena-mare/
"Livadi Nafsika Hotel in Dassia, Corfu",,"Corfu, Dassia",3,,,00302118503006,39.6778428537474,19.8382468521595,https://www.greeka.com/ionian/corfu/hotels/location-dassia/livadi-nafsika/
"Aronis Apartments in Benitses, Corfu",,"Corfu, Benitses",,,,00302118503006,39.534182,19.915062,https://www.greeka.com/ionian/corfu/hotels/location-benitses/aronis/
"Egrypos Rooms in Petriti, Corfu",,"Corfu, Petriti",,,,00302118503006,39.45303790034459,20.001272186636925,https://www.greeka.com/ionian/corfu/hotels/location-petriti/egrypos/
"Maria Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.79039352410162,19.6975314617157,https://www.greeka.com/ionian/corfu/hotels/location-sidari/maria-apartments/
"Louvre Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.652514171912564,19.843209425841007,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/louvre/
"Makis Apartments in Moraitika, Corfu",,"Corfu, Moraitika",,,,00302118503006,39.47788415375905,19.925200653593037,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/makis/
"Lofos Apartments in Agios Stefanos, Corfu",,"Corfu, Agios Stefanos",,,,00302118503006,39.758928,19.647844,https://www.greeka.com/ionian/corfu/hotels/location-agios-stefanos/lofos/
"Marias Beach Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.79497700165496,19.701635241508484,https://www.greeka.com/ionian/corfu/hotels/location-sidari/marias-beach/
"Seafront Apartments in Kavos, Corfu",,"Corfu, Kavos",,,,00302118503006,39.39164,20.107265,https://www.greeka.com/ionian/corfu/hotels/location-kavos/seafront/
"Marina Apartments in Agios Gordios, Corfu",,"Corfu, Agios Gordios",,,,00302118503006,39.547057,19.855309,https://www.greeka.com/ionian/corfu/hotels/location-agios-gordios/marina/
"Royal Hotel in Kanoni Kassiopi, Corfu",,"Corfu, Kanoni Kassiopi",2,,,00302118503006,39.59247252988253,19.917032048106194,https://www.greeka.com/ionian/corfu/hotels/location-kanoni-kassiopi/royal/
"Maltezos Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.653423,19.843174,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/maltezos/
"Ninos on The Beach Studios in Roda, Corfu",,"Corfu, Roda",,,,00302118503006,39.790121,19.796247,https://www.greeka.com/ionian/corfu/hotels/location-roda/ninos-on-the-beach/
"Mediterranean Blue Hotel in Kavos, Corfu",,"Corfu, Kavos",3,,,00302118503006,39.37664681962919,20.11788558214903,https://www.greeka.com/ionian/corfu/hotels/location-kavos/mediterranean-blue/
"Mimosa Hotel in Sidari, Corfu",,"Corfu, Sidari",2,,,00302118503006,39.79220613637739,19.70579333603382,https://www.greeka.com/ionian/corfu/hotels/location-sidari/mimosa/
"Napoleon On The Beach Apartments in Paleokastritsa, Corfu",,"Corfu, Paleokastritsa",,,,00302118503006,39.67344368099752,19.706624150276184,https://www.greeka.com/ionian/corfu/hotels/location-paleokastritsa/molos-beach/
"Nissaki Sea View Apartments in Nissaki, Corfu",,"Corfu, Nissaki",,,,00302118503006,39.72464480335559,19.895528443157673,https://www.greeka.com/ionian/corfu/hotels/location-nissaki/nissaki-sea-view/
"Liberty's Studios in Acharavi, Corfu",,"Corfu, Acharavi",,5.0,1,00302118503006,39.807349,19.83453,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/liberty/
"Oasis Hotel in Perama, Corfu",,"Corfu, Perama",3,,,00302118503006,39.58017616126724,19.913787245750427,https://www.greeka.com/ionian/corfu/hotels/location-perama/oasis/
"Panorama Hideaway Apartments in Dassia, Corfu",,"Corfu, Dassia",,5.0,7,00302118503006,39.68251184915915,19.83452796936035,https://www.greeka.com/ionian/corfu/hotels/location-dassia/panorama-hideaway/
"Opera Blue Hotel in Gouvia, Corfu",,"Corfu, Gouvia",4,,,00302118503006,39.653572,19.842462,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/opera-blue/
"Paradise Hotel in Gouvia, Corfu",,"Corfu, Gouvia",3,,,00302118503006,39.65612523564432,19.837118983268738,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/paradise/
"Villa Pelekas Villas in Pelekas, Corfu",,"Corfu, Pelekas",,,,00302118503006,39.597121,19.818813,https://www.greeka.com/ionian/corfu/hotels/location-pelekas/villa-pelekas/
"Olga Hotel in Agios Stefanos Avliotes, Corfu",,"Corfu, Agios Stefanos Avliotes",1,,,00302118503006,39.75710661872119,19.64659753793446,https://www.greeka.com/ionian/corfu/hotels/location-agios-stefanos-avliotes/olga/
"Pegasus Hotel in Roda, Corfu",,"Corfu, Roda",3,,,00302118503006,39.78632339499139,19.786921493946274,https://www.greeka.com/ionian/corfu/hotels/location-roda/pegasus/
"Prassino Nissi Rooms in Moraitika, Corfu",,"Corfu, Moraitika",,,,00302118503006,39.489734586126204,19.926203191239438,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/prassino-nissi/
"Telesilla Hotel in Kontokali, Corfu",,"Corfu, Kontokali",3,,,00302118503006,39.64505139610231,19.856731295585632,https://www.greeka.com/ionian/corfu/hotels/location-kontokali/telesilla/
"Sun Sea Side Apartments in Benitses, Corfu",,"Corfu, Benitses",,,,00302118503006,39.54488,19.912183,https://www.greeka.com/ionian/corfu/hotels/location-benitses/sun-seaside/
"Villa Panorea Villas in Moraitika, Corfu",,"Corfu, Moraitika",,,,00302118503006,39.483009465243605,19.927942603826523,https://www.greeka.com/ionian/corfu/hotels/location-moraitika/villa-panorea/
"Sebastian's Family Apartments in Agios Gordios, Corfu",,"Corfu, Agios Gordios",,,,00302118503006,39.54653446491543,19.852175563573837,https://www.greeka.com/ionian/corfu/hotels/location-agios-gordios/sebastians-family/
"Roza Studios in Benitses, Corfu",,"Corfu, Benitses",,,,00302118503006,39.546078512850954,19.910796582698822,https://www.greeka.com/ionian/corfu/hotels/location-benitses/roza/
"Saint Spiridon Rooms in Kasiopi, Corfu",,"Corfu, Kasiopi",,,,00302118503006,39.78308797550717,19.924418181180954,https://www.greeka.com/ionian/corfu/hotels/location-kasiopi/saint-spiridon/
"San Marina Hotel in Kavos, Corfu",,"Corfu, Kavos",3,,,00302118503006,39.385728,20.114765,https://www.greeka.com/ionian/corfu/hotels/location-kavos/san-marina/
"Villa Kerkyra Villas in Gouvia, Corfu",,"Corfu, Gouvia",,,,00302118503006,39.649400,19.818320,https://www.greeka.com/ionian/corfu/hotels/location-gouvia/villa-kerkyra/
"Semeli Hotel in Roda, Corfu",,"Corfu, Roda",2,,,00302118503006,39.78817329235979,19.79604296386242,https://www.greeka.com/ionian/corfu/hotels/location-roda/semeli/
"Sugar And Almond Apartments in Agios Stefanos, Corfu",,"Corfu, Agios Stefanos",,,,00302118503006,39.75328631058346,19.642930403310856,https://www.greeka.com/ionian/corfu/hotels/location-agios-stefanos/sugar-and-almond/
"Villa Vozos Villas in Afionas, Corfu",,"Corfu, Afionas",,,,00302118503006,39.74411916791848,19.658976048231125,https://www.greeka.com/ionian/corfu/hotels/location-afionas/villa-vozos/
"Solea Apartments in Kommeno, Corfu",,"Corfu, Kommeno",,,,00302118503006,39.66285173200878,19.84356726620103,https://www.greeka.com/ionian/corfu/hotels/location-kommeno/solea/
"Tassos Hotel in Acharavi, Corfu",,"Corfu, Acharavi",2,,,00302118503006,39.794221902978876,19.81263041496277,https://www.greeka.com/ionian/corfu/hotels/location-acharavi/tassos/
"Yannis Hotel in Ipsos, Corfu",,"Corfu, Ipsos",3,,,00302118503006,39.700200987256004,19.837260344065726,https://www.greeka.com/ionian/corfu/hotels/location-ipsos/yannis/
"The Wave Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.78970102971371,19.720153212547302,https://www.greeka.com/ionian/corfu/hotels/location-sidari/the-wave/
"Pyrros Hotel in Kontokali, Corfu",,"Corfu, Kontokali",2,,,00302118503006,39.644494,19.849913,https://www.greeka.com/ionian/corfu/hotels/location-kontokali/pyrros/
"Toni's Apartments in Kavos, Corfu",,"Corfu, Kavos",,,,00302118503006,39.383592,20.116434,https://www.greeka.com/ionian/corfu/hotels/location-kavos/tonis-guesthouse/
"Toulas Apartments in Sidari, Corfu",,"Corfu, Sidari",,,,00302118503006,39.79457657782276,19.70037192106247,https://www.greeka.com/ionian/corfu/hotels/location-sidari/toulas/
"Victoria Hill Hotel in Dassia, Corfu",,"Corfu, Dassia",3,,,00302118503006,39.685192694107535,19.836531579330767,https://www.greeka.com/ionian/corfu/hotels/location-dassia/victoria-hill/
